start0,friendly,friendly,friendly,friendly,friendly,friendly
house0,neutral,rude,friendly,neutral
start0,friendly,friendly,friendly,friendly,friendly,friendly
house0,friendly,friendly,friendly,friendly
outdoors0,friendly,friendly,neutral,rude,neutral,neutral,friendly
